# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  829       3.297545550841e-10       1.659277766199e-12      -5.044208262009e-12       1.300491668614e-14       1.228977203367e-14       4.351114463923e-15      -1.067473581514e-16 
  830       3.293167856328e-10       1.656496580934e-12      -4.802736064829e-12       1.301710106360e-14       1.223431311008e-14       4.330446094597e-15      -1.021381002972e-16 
  831       3.288539290393e-10       1.654483707574e-12      -4.561363455165e-12       1.302909044059e-14       1.217916292381e-14       4.309703396977e-15      -9.754777970529e-17 
  832       3.283661290176e-10       1.653238855551e-12      -4.320175726801e-12       1.304088283074e-14       1.212431980095e-14       4.288884300059e-15      -9.297633438798e-17 
  833       3.278535318136e-10       1.652761690616e-12      -4.079258946802e-12       1.305247623748e-14       1.206978202306e-14       4.267986712239e-15      -8.842369997727e-17 
  834       3.273162862135e-10       1.653051834662e-12      -3.838699957764e-12       1.306386865405e-14       1.201554782697e-14       4.247008521251e-15      -8.388980971583e-17 
  835       3.267545435525e-10       1.654108865556e-12      -3.598586380066e-12       1.307505806343e-14       1.196161540463e-14       4.225947594099e-15      -7.937459444754e-17 
  836       3.261684577236e-10       1.655932316964e-12      -3.359006614127e-12       1.308604243836e-14       1.190798290292e-14       4.204801776995e-15      -7.487798260819e-17 
  837       3.255581851858e-10       1.658521678178e-12      -3.120049842652e-12       1.309681974130e-14       1.185464842351e-14       4.183568895291e-15      -7.039990021616e-17 
  838       3.249238849733e-10       1.661876393947e-12      -2.881806032890e-12       1.310738792439e-14       1.180161002267e-14       4.162246753414e-15      -6.594027086306e-17 
  839       3.242657187038e-10       1.665995864298e-12      -2.644365938887e-12       1.311774492945e-14       1.174886571110e-14       4.140833134803e-15      -6.149901570439e-17 
  840       3.235838505871e-10       1.670879444368e-12      -2.407821103734e-12       1.312788868796e-14       1.169641345377e-14       4.119325801842e-15      -5.707605345025e-17 
  841       3.228784474341e-10       1.676526444234e-12      -2.172263861822e-12       1.313781712100e-14       1.164425116976e-14       4.097722495797e-15      -5.267130035594e-17 
  842       3.221496786651e-10       1.682936128732e-12      -1.937787341098e-12       1.314752813928e-14       1.159237673205e-14       4.076020936749e-15      -4.828467021268e-17 
  843       3.213977163185e-10       1.690107717293e-12      -1.704485465312e-12       1.315701964308e-14       1.154078796740e-14       4.054218823528e-15      -4.391607433823e-17 
  844       3.206227350597e-10       1.698040383766e-12      -1.472452956272e-12       1.316628952221e-14       1.148948265615e-14       4.032313833651e-15      -3.956542156761e-17 
  845       3.198249121894e-10       1.706733256244e-12      -1.241785336100e-12       1.317533565605e-14       1.143845853207e-14       4.010303623254e-15      -3.523261824370e-17 
  846       3.190044276524e-10       1.716185416897e-12      -1.012578929480e-12       1.318415591348e-14       1.138771328218e-14       3.988185827029e-15      -3.091756820796e-17 
  847       3.181614640464e-10       1.726395901793e-12      -7.849308659100e-13       1.319274815284e-14       1.133724454656e-14       3.965958058157e-15      -2.662017279106e-17 
  848       3.172962066302e-10       1.737363700733e-12      -5.589390819610e-13       1.320111022196e-14       1.128704991823e-14       3.943617908245e-15      -2.234033080355e-17 
  849       3.164088433330e-10       1.749087757068e-12      -3.347023235234e-13       1.320923995810e-14       1.123712694294e-14       3.921162947259e-15      -1.807793852657e-17 
  850       3.154995647624e-10       1.761566967537e-12      -1.123201480626e-13       1.321713518794e-14       1.118747311901e-14       3.898590723459e-15      -1.383288970242e-17 
  851       3.145685642134e-10       1.774800182089e-12       1.081070731292e-13       1.322479372755e-14       1.113808589718e-14       3.875898763336e-15      -9.605075525328e-18 
  852       3.136160376771e-10       1.788786203709e-12       3.264781526800e-13       1.323221338237e-14       1.108896268040e-14       3.853084571544e-15      -5.394384632048e-18 
  853       3.126421838491e-10       1.803523788250e-12       5.426910848856e-13       1.323939194718e-14       1.104010082370e-14       3.830145630837e-15      -1.200703092550e-18 
  854       3.116472041382e-10       1.819011644257e-12       7.566430434565e-13       1.324632720610e-14       1.099149763402e-14       3.807079402002e-15       2.976085599322e-18 
  855       3.106313026753e-10       1.835248432796e-12       9.682303792657e-13       1.325301693252e-14       1.094315037000e-14       3.783883323798e-15       7.136100535180e-18 
  856       3.095947078414e-10       1.852231363780e-12       1.177359059174e-12       1.325945941855e-14       1.089505657833e-14       3.760555976435e-15       1.127931796938e-17 
  857       3.085377372381e-10       1.869951959059e-12       1.383976182170e-12       1.326565507311e-14       1.084721510925e-14       3.737100593916e-15       1.540513231384e-17 
  858       3.074607338420e-10       1.888400216740e-12       1.588038996186e-12       1.327160485101e-14       1.079962511800e-14       3.713521611464e-15       1.951278767570e-17 
  859       3.063640445982e-10       1.907566007737e-12       1.789504505177e-12       1.327730972608e-14       1.075228572984e-14       3.689823507520e-15       2.360152259653e-17 
  860       3.052480204318e-10       1.927439075371e-12       1.988329468578e-12       1.328277069123e-14       1.070519603989e-14       3.666010803874e-15       2.767057003788e-17 
  861       3.041130162606e-10       1.948009034965e-12       2.184470400755e-12       1.328798875851e-14       1.065835511305e-14       3.642088065785e-15       3.171915736680e-17 
  862       3.029593910069e-10       1.969265373443e-12       2.377883570468e-12       1.329296495917e-14       1.061176198385e-14       3.618059902111e-15       3.574650634141e-17 
  863       3.017875076098e-10       1.991197448930e-12       2.568525000319e-12       1.329770034373e-14       1.056541565638e-14       3.593930965428e-15       3.975183309645e-17 
  864       3.005977330373e-10       2.013794490347e-12       2.756350466211e-12       1.330219598204e-14       1.051931510414e-14       3.569705952163e-15       4.373434812878e-17 
  865       2.993904382987e-10       2.037045597009e-12       2.941315496802e-12       1.330645296336e-14       1.047345926995e-14       3.545389602713e-15       4.769325628299e-17 
  866       2.981659984564e-10       2.060939738227e-12       3.123375372961e-12       1.331047239638e-14       1.042784706581e-14       3.520986701574e-15       5.162775673691e-17 
  867       2.969247926385e-10       2.085465752898e-12       3.302485127223e-12       1.331425540934e-14       1.038247737282e-14       3.496502077462e-15       5.553704298714e-17 
  868       2.956672040504e-10       2.110612349111e-12       3.478599543244e-12       1.331780315005e-14       1.033734904103e-14       3.471940603444e-15       5.942030283465e-17 
  869       2.943936199875e-10       2.136368103739e-12       3.651673155256e-12       1.332111678597e-14       1.029246088935e-14       3.447307197057e-15       6.327671837024e-17 
  870       2.931044318472e-10       2.162721462040e-12       3.821660247524e-12       1.332419750427e-14       1.024781170543e-14       3.422606820439e-15       6.710546596019e-17 
  871       2.918000351408e-10       2.189660737254e-12       3.988514853797e-12       1.332704651190e-14       1.020340024553e-14       3.397844480450e-15       7.090571623173e-17 
  872       2.904808295060e-10       2.217174110202e-12       4.152190756770e-12       1.332966503564e-14       1.015922523443e-14       3.373025228799e-15       7.467663405858e-17 
  873       2.891472187190e-10       2.245249628879e-12       4.312641487533e-12       1.333205432218e-14       1.011528536531e-14       3.348154162170e-15       7.841737854658e-17 
  874       2.877996107067e-10       2.273875208060e-12       4.469820325031e-12       1.333421563817e-14       1.007157929962e-14       3.323236422344e-15       8.212710301913e-17 
  875       2.864384175584e-10       2.303038628890e-12       4.623680295513e-12       1.333615027028e-14       1.002810566699e-14       3.298277196328e-15       8.580495500280e-17 
  876       2.850640555388e-10       2.332727538486e-12       4.774174171997e-12       1.333785952530e-14       9.984863065079e-15       3.273281716479e-15       8.945007621287e-17 
  877       2.836769450993e-10       2.362929449535e-12       4.921254473714e-12       1.333934473014e-14       9.941850059511e-15       3.248255260628e-15       9.306160253885e-17 
  878       2.822775108910e-10       2.393631739889e-12       5.064873465573e-12       1.334060723194e-14       9.899065183718e-15       3.223203152205e-15       9.663866403006e-17 
  879       2.808661817761e-10       2.424821652166e-12       5.204983157609e-12       1.334164839814e-14       9.856506938847e-15       3.198130760368e-15       1.001803848811e-16 
  880       2.794433908405e-10       2.456486293347e-12       5.341535304445e-12       1.334246961649e-14       9.814173793637e-15       3.173043500123e-15       1.036858834176e-16 
  881       2.780095754060e-10       2.488612634372e-12       5.474481404740e-12       1.334307229519e-14       9.772064184312e-15       3.147946832452e-15       1.071542720814e-16 
  882       2.765651770422e-10       2.521187509739e-12       5.603772700650e-12       1.334345786288e-14       9.730176514460e-15       3.122846264440e-15       1.105846574165e-16 
  883       2.751106415788e-10       2.554197617105e-12       5.729360177280e-12       1.334362776873e-14       9.688509154923e-15       3.097747349397e-15       1.139761400542e-16 
  884       2.736464191178e-10       2.587629516877e-12       5.851194562143e-12       1.334358348254e-14       9.647060443682e-15       3.072655686982e-15       1.173278146993e-16 
  885       2.721729640457e-10       2.621469631816e-12       5.969226324609e-12       1.334332649475e-14       9.605828685741e-15       3.047576923334e-15       1.206387701146e-16 
  886       2.706907350455e-10       2.655704246632e-12       6.083405675367e-12       1.334285831652e-14       9.564812153014e-15       3.022516751193e-15       1.239080891076e-16 
  887       2.692001951091e-10       2.690319507583e-12       6.193682565875e-12       1.334218047981e-14       9.524009084212e-15       2.997480910024e-15       1.271348485151e-16 
  888       2.677018115491e-10       2.725301422071e-12       6.300006687821e-12       1.334129453744e-14       9.483417684725e-15       2.972475186147e-15       1.303181191895e-16 
  889       2.661960560114e-10       2.760635858242e-12       6.402327472570e-12       1.334020206311e-14       9.443036126513e-15       2.947505412858e-15       1.334569659836e-16 
  890       2.646834044871e-10       2.796308544583e-12       6.500594090629e-12       1.333890465153e-14       9.402862547988e-15       2.922577470556e-15       1.365504477370e-16 
  891       2.631643373247e-10       2.832305069520e-12       6.594755451093e-12       1.333740391845e-14       9.362895053899e-15       2.897697286867e-15       1.395976172607e-16 
  892       2.616393392424e-10       2.868610881014e-12       6.684760201108e-12       1.333570150071e-14       9.323131715221e-15       2.872870836771e-15       1.425975213236e-16 
  893       2.601088993399e-10       2.905211286164e-12       6.770556725321e-12       1.333379905633e-14       9.283570569039e-15       2.848104142728e-15       1.455492006371e-16 
  894       2.585735111112e-10       2.942091450796e-12       6.852093145337e-12       1.333169826454e-14       9.244209618436e-15       2.823403274797e-15       1.484516898414e-16 
  895       2.570336482761e-10       2.979236625797e-12       6.929327989636e-12       1.332940104888e-14       9.205047071227e-15       2.798773333214e-15       1.513042978698e-16 
  896       2.554896918212e-10       3.016632830931e-12       7.002262395163e-12       1.332691025012e-14       9.166082060692e-15       2.774215377648e-15       1.541074540836e-16 
